__label__positive , 蒙牛 很 牛
__label__negative , 蒙牛 这 黑心 玩意 扩散 是 必须 的
__label__negative , 为 喵 不喝 蒙牛 瞧不起 中国 企业 么
__label__negative , 蒙牛 伤 不起 啊 喝 蒙牛 更伤 不起
__label__negative , 想 抵制 日货 先 抵制 蒙牛 先
__label__negative , 不喝 蒙牛 了 哎
__label__negative , 要 远离 蒙牛 证明 无毒 嘛 嘻嘻 只能 说 蒙牛 真不容易 啊 总是 活在 枪林弹雨 中 唉 珍惜 生命 远离 蒙牛
__label__negative , 抵制 日货 的 同时 一起 抵制 蒙牛
__label__negative , 蒙牛 怎么 老出 状况 啊 严重 抵制
__label__negative , 蒙牛 篡改 产品 生产 期 现在 的 奸商 太 没良心 了 政府 监管 不力 同流合污
__label__negative , 蒙牛 最近 真心 变得 黑 阿 对 蒙牛 彻底 失望 同喝 宁波 奶 还是 喝 宁波 奶 抵制 蒙牛 是 有 理由 的 很久 不喝 了
__label__negative , 蒙牛 牛奶 换装 革面 近年来 蒙牛 不断 被 曝光 出 各种 产品质量 问题 更换 产品包装 并 不能 为 蒙牛 的 信誉度 加 分 此 前不久 蒙牛 经理 篡改 生产日期 被 批捕 蒙牛 一个 公私不分 的 公司 自己 吓跑 了 自己 的 消费者
__label__negative , 这么 辛苦 只为 喝 放心 牛奶 深圳 就 他妈的 蒙牛 伊利 姐 我 不喝 所以 还是 辛苦 老公 拉 牛奶 回来 给 我 喝 了 还有 老公 最爱 的 cream soda
__label__negative , 蒙牛 太 差劲 了 卧槽 很久没 喝 了 再次 坚定 了 绝不 再 喝 一口 蒙牛 的 决心 再 抵制 一次 坚决 抵制 蒙牛 远离 蒙牛 任何 产品
__label__negative , 实际行动 不购买 任何 蒙牛 产品
__label__negative , 打死 不喝 蒙牛 的 奶 质量 真是 猛 和 蒙 叫嚣 的 态度 才 真是 牛 品牌 的 成功 解释
__label__negative , 上当 了 好 难喝 蒙牛 优益 c 记住 别买
__label__negative , 蒙牛 伊利 写 的 吧 扯淡 哎
__label__negative , 抵制 百度 抵制 蒙牛 无耻 企业 去 死去 死光 这 事 搞得 太 不要脸 了 吧 靠 改 得 够快 的 啊 我 刚才 发 的 现场图 也 是 分钟 内 被删 还有 什么 能够 相信 呢 只能 相信 自己 了
__label__negative , 尼玛 吖 难怪 晚餐 喝 的 草莓 酸奶 那么 难喝 买错 蒙牛 的 了 希望 不会 生病 啦
__label__negative , 我 买 一盒 牛奶 我 现在 每天 喝 三元 的 牛奶 希望 安全 不会 被 毒死 蒙牛 伊利 是 打死 也 不敢 喝 了 想 慢性 自杀 的 可以 试试
__label__negative , 一滴 也 不喝 只 喝 光明 不喝 不喝 上 了 系统 也 不喝 飞机 上发 的 蒙牛 从来不 喝 哥 也 不去 虽然 人家 也 不要 哥 哈 内蒙 的
__label__negative , google 被 联邦贸易委员会 处 巨额 罚款 老百姓 却 认为 罚 的 太少 没有 惩戒 作用 双汇 呢 蒙牛 呢 所以 大陆 不会 出 世界性 企业
__label__negative , 这种 企业 查到 就 应该 关掉 相关 负责人 到 领导人 全部 依法 惩处 蒙牛 也 应该 倒闭 无良 商家 配 上 无良 管理者 死不足惜
__label__negative , 卧槽 蒙牛 又 被 曝光 质量 问题 我前 几天 还 都 喝 蒙牛 来 着 怎么办 ≥ ≤
__label__negative , 马碧 的 牛根生 坑爹 这 包装 一不小心 就 买 错 蒙牛 了 我 是 扔 呢 还是 扔 呢
__label__negative , 这 孩子 真可怜 一不小心 看个 电影 就 疯 了 连 蒙牛 都 不用 喝 就 这么 崩溃 年
__label__negative , 转 便宜 继续 喝 象 拒绝 毒品 一样 拒绝 蒙牛 不知道 为什么 还要 买 我 都 告诉 我 爸别 买 了 他 说 无所谓 然后 继续 喝 为什么 没人管 的 了 蒙牛
__label__negative , 好 自己 没毛病 毛病 都 是 人家 的 牧民 党代表 蒙牛 伊利 没毛病 问题 出 在 源头 分享 自
__label__negative , 蒙牛 的 牛奶 好 难喝 再也 不买 了
__label__negative , 太太 太 恶心 了 蒙牛 去死
__label__negative , 不喝 蒙牛 不吃 双汇 漫画 不赖
__label__negative , 我 看 是 这个 人 脑子 有 毛病 内蒙 基层 官员 蒙牛 伊利 没任何 毛病 源头 不安全 分享 自
__label__negative , 好 恶心 哦 以后 再也 不喝 蒙牛 了
__label__negative , 抵制 日货 不如 抵制 蒙牛 伊利 先
__label__negative , 太 恐怖 了 怎么 还有 人 喝 蒙牛
__label__negative , 看到 的 请 转发 抵制 劣质 蒙牛
__label__negative , 最 讨厌的 公司 程度 甚 于 蒙牛
__label__negative , 此 内容 为 不实 消息 已 处理 就 因为 蒙牛 说 不实 新浪 你 就 说 它 不实 吗 抵制 蒙牛 放心 奶 辛苦 了 还 在 加班 蒙牛 放心 奶 用心 做好 奶 我们 都 休息 了 还 在 产奶
__label__negative , nnd 最后 一次 告诉 你们 别 喝 蒙牛 了 黑心 企业 始终 是 没良心 此次 篡改 日期 事件 为 我 公司 主动 向 公安部门 报案 查处 内部 个别 人员 违法行为 中粮 入主 新 蒙牛 后 在 此类 问题 上 绝不 姑息 会 把 食品安全 管理 放到 最高 位置 谢谢 监督 官方 声明 具体 请 见
__label__negative , 我们 唯一 能 做 的 就是 不喝 蒙牛 伊利 这种 被 曝光 过 的 黑心 企业 的 产品
__label__negative , 阿 我 还 穿 的 不亦乐乎 我 喝 蒙牛 致癌 我 穿衣服 又 致癌 世界 太乱 了
__label__negative , 不明白 为啥 蒙牛 死不认错 不是 所有 的 牛 都 能 蒙人
__label__negative , 抵制 不喝 蒙牛 了 蒙牛 就是 一个 没有 良知 的 企业 抵制 蒙牛
__label__negative , 接二连三 的 出 问题 了 不过 早已 不吃 蒙牛 的 东西 了 要 吃 也 是 伊利 的
__label__negative , 蒙牛 乳业 对 切糕 事件 表示 强烈 愤慨 作为 一个 可以 毒害 亿人 的 国企 黑心 的 程度 岂 是 小小 切糕 能够 比拟 蒙牛 果然 是 世界 上 营销 宣传 做 得 最烂 的 公司 没有 之一 亲爱的 萌哥 您 删 这么 快干 嘛
__label__negative , 砖家 发话 了 新华 分享 蒙牛 来 首次 换装 广告语 就 出错 蒙牛 来 首次 换装 广告语 就 出错
__label__negative , 抵制 蒙牛 从我做起 谁 喝 蒙牛 谁 傻逼 无语 了
__label__negative , 唯利是图 蒙牛 经理 篡改 产品 日期 被 刑拘
__label__negative , 喝 蒙牛 会 不会 死 啊 闹心 了
__label__negative , 能 说出 这样的话 证明 了 这个 一个 再 简单 不过 的 等式 不能 保证 行动 一致 无耻 蒙牛 不能 保证 行动 一致 所以 蒙牛 无耻
__label__negative , 哎 蒙牛 怎么 有 脸 调笑 人家 小 切糕 呢 蒙牛 null 意思 是 小 切糕 微博上 被 骂 了 一次 就 这样 了 我 蒙牛 天天 被 爆菊 现在 还 好好 的 活 在 各大 超市 的 货架 上 意思 是 蒙牛 比 切糕 还 黑 比 切糕 还重 比 切糕 还贵
__label__negative , 此时 的 切糕 可是 一个 贬义词 蒙牛 这些 傻逼 是不是 以为 切糕 很 高级 呀
__label__negative , 你 太狠 了 告诉 你 他们 不会 喧哗 的 人 肯定 是 蒙牛 喝多 了
__label__negative , 其实 是 蒙牛 的 管理层 一直 不愿意 直面 自己 的 问题 他们 真的 天真 以为 问题 出 在 包装 上 吗 其实 他们 不笨 所以 是 他们 没有 解决问题 的 勇气 既然 这样 我们 也 就 只好 继续 不喝 他 的 奶 我 是 不敢 买 蒙牛 继续 远离 抵制 蒙牛 这种 垃圾 企业 不值得 关注
__label__negative , 新 校区 超市 卖 蒙牛 毒奶 请 大家 不要 买 麻烦 帮转
__label__negative , 蒙牛 每天 一杯 奶 强奸 中国 人 这 广告 太 坑爹 了 输入法 错误
__label__negative , 拒绝 蒙牛 不订 新闻晨报 蒙牛 从 我家 的 采购 列表 里 永久 删除 了 bs 坚决 不喝 蒙牛 鄙视 你 不喝 蒙牛 会 死 啊
__label__negative , 反正 我 拒绝 蒙牛 不喝 蒙牛 的
__label__negative , 伊利 蒙牛 没毛病 是 人 有 毛病
__label__negative , 千不该 万不该 把 蒙牛 给 漏 了
__label__negative , 在 不敢 喝奶 唯恐 一不小心 被 蒙牛 伊利 毒死 的 年代 路边 阿婆 的 老 酸奶 让 你 放下 胃蕾 的 戒备 难得 放心 喝 一口
__label__negative , 抵制 蒙牛 比 抵制 日货 更 靠 谱
__label__negative , 蒙牛 还是 倒闭 算了 无良 企业
__label__negative , 抵制 日货 不如 先 抵制 蒙牛
__label__negative , 蒙牛 个 傻逼 没文化 真 可怕
__label__negative , 必须 不喝 蒙牛 愤怒 了
__label__negative , 连 蒙牛 都 抵制 不了 还 抵制 日货
__label__negative , 在 超市 看见 蒙牛 牛奶 依然 上架 感到 很 奇怪 超市 人员 说 自 有人 买 的 对 哦 萝卜青菜 各有所爱 我 不买 蒙牛 不代表 别人 不买 再者说 在 中国 喝 什么 牌子 的 牛奶 都 没有 安全感
__label__negative , 再也 不要 吃 我 日 蒙牛 真是 坑爹 啊
__label__negative , 早就 不喝 蒙牛 很多年 了 嗯 很久 不喝 蒙牛 伊利
__label__negative , 蒙牛 心黑 了 以前 不买 蒙牛 现在 不买 蒙牛 以后 更 不会 买 蒙牛
__label__negative , 一直 都 在 抵制 与其 抵制 日货 不如 抵制 蒙牛
__label__negative , 坐等 楼主 这样 的 被 饿死 或者 被 蒙牛 之类 的 毒死
__label__negative , 狠狠 久前 蒙牛 伊利 都 被 我 列入 黑名单 了 从此 不沾 一滴 还 敢喝
__label__negative , 继续 抵制 换汤不换药 有个 蛋用 一个 b 子 换件 衣服 就 想 当 圣女 扯蛋 吧 没用 的 只要 看到 蒙牛 两个 字 我 就 不会 买
__label__negative , 蒙牛 没良心 奶 不放心 奶 我 抵制 蒙牛 裴 裴 千万 不要 买 蒙牛 天涯 已经 把 蒙牛 扒出 翔 了 么 么 哒 我 投给 了 quot 至上 励合 quot 这个 选项
__label__negative , 屡教不改 坑人 的 蒙牛
__label__negative , 不爱喝 蒙牛 以后 也 不会 喝
__label__negative , 我 在 搜狐 视频 上传 史上 最强 蒙牛 牛奶 搞笑 广告 不看 后悔 哦 f4v 史上 最强 蒙牛 牛奶 搞笑 广告 不看 后悔 哦 f4v 分享
__label__negative , 哎 大家 莫要 买 了 喝 喔 蒙牛 应该 也 有问题 我 喝 还是 不喝 啊
__label__negative , 喝 了 蒙牛 的 酸奶 胃 难受 吐 了 鄙视 蒙牛 抵制
__label__negative , 远离 毒品 远离 蒙牛 做个 小 调查 有 多少 童鞋 还 在 喝 蒙牛
__label__negative , 因为 启蒙 所以 牛逼 于是 蒙牛 诞生 出来 祸害 傻逼 的 中国 居民
__label__negative , 赶紧 倒 吧 同 疑惑 我 很 疑惑 蒙牛 为什么 还 没倒闭
__label__negative , 国人 太 扯淡 不抵制 蒙牛 之类 的 垃圾 地址 日货 脑子 都 进水 了
__label__negative , 你 失恋 了 吗 你 失业 了 吗 你 对 生活 失去 信心 了 吗 蒙牛 是 你 绝佳 的 自杀 良药 喝 一瓶 肝肠寸断 喝 两瓶 经脉 错乱 喝 三瓶 全身 瘫痪 喝 四瓶 耶稣 接见 蒙牛 专注 自杀 n 多年
__label__negative , 真是 的 那些 人 不喝 你 能 死 啊 一直 很 奇怪 蒙牛 连续 多年 劲 爆 丑闻 在 新闻界 成 过街老鼠 但 在 市场 上 为什么 还 卖 得动 到底 还有 什么 人 在 喝 这个 让 人 闻风丧胆 的 牛奶
__label__negative , 广告插播 还有 蒙牛 的 看着 就 来 气 抵制 什么 日货 你们 连 蒙牛 这 祸害 人 的 玩意 都 抵制 不了 还 抵制 什么 日货
__label__negative , 唯有 不买 蒙牛 以表 敬意 乳业 第一 打假 人 遇害 悲愤
__label__negative , 不要脸 继续 抵制 蒙牛 伊利
__label__negative , 企业 的 食品安全 出 了 问题 应该 对 消费者 怀着 歉意 更 应该 感激 消费者 对 企业 的 监督 对 这件 事情 的 处理 蒙牛 真的 让 人 很 无语 很 失望 它 丢失 了 消费者 对 它 的 信任
__label__negative , 很久 不喝 蒙牛 了
__label__negative , 蒙牛 换 包装 了 真 郁闷 好丑
__label__negative , 早就 不买 蒙牛 了 垃圾 企业
__label__negative , 像 拒绝 蒙牛 一样 拒绝 肯德基
__label__negative , 绝对 不会 用 蒙牛 产品 并 告诉 别人 蒙牛 是 垃圾 企业 不接 蒙牛 订单 不看 蒙牛 广告 不买 有 蒙牛 广告 的 报纸
__label__negative , 蒙牛 这种 一而再 再而三 出 恶性事故 的 垃圾 企业 必须 坚决 抵制
__label__negative , 抵制 蒙牛 就 像 抵制 日货 一样
__label__negative , 抵制 日货 抵制 蒙牛 伊利
__label__negative , 一个月 还 吃 那么 次到 次 很少 放火 腿 的 感觉 不好吃 很小 的 时候 个土 鸡蛋 换 一包 毛钱 的 面 现在 要 我 换 我 打死 不换 那 是 原生态 真正的 土 鸡蛋 啊 几年 不吃 泡面 抵制 不喝 蒙牛 抵制 不吃 双汇 抵制
__label__negative , 珍爱 生命 远离 蒙牛 唉 曾经 的 骄傲 如今 的 耻辱 不买 了 我 周围 的 很多 朋友 同事 已 不买 蒙 x 品牌 很久 了 珍爱 生命 远离 蒙牛
__label__negative , 蒙牛 的 那个 让 我 觉得 很 无奈 各种 无法 直视 的 智商
__label__negative , 蒙牛 伊利 都 不要脸 越来越 不要脸 抵制 坚决 抵制
__label__negative , 牛不牛 随 您 买 不买 随 我 同问 蒙牛 为什么 就 这么 牛 蒙牛 屡次 出 问题 不见 监管部门 处罚 不见 蒙牛 道歉 广告 满天飞 蒙牛 为什么 就 这么 牛
__label__negative , 号 我 在 休假 啊 果真 辛苦 啊 我 那 几天 也 在 休假 辛苦 蒙牛 了 产 的 蒙 牛奶 蒙牛 辛苦 中粮 辛苦 了 辛苦 啊
__label__negative , 肉肉 这个 高级 玩意 不喝 蒙牛 不喝 伊利 喝 特伦 苏 你 丫 的
__label__negative , 想 自杀 喝 蒙牛 啊 大哥 失恋 了 也 不能 这样 糟蹋 自己 转
__label__negative , 从此 不喝 蒙 牛奶 不信任 蒙牛 国人 不信
__label__negative , 谬论 内蒙 基层 官员 蒙牛 伊利 没任何 毛病 源头 不安全 分享 自
__label__negative , 我 去 珍爱 生命 远离 蒙牛 龙哥 差点 被 毒死 了 无良 商家 黑心 啊 黑心
__label__negative , 我 擦 太 恶心 了 以后 打死 不喝 蒙牛 了 要 喝 就 喝 三元 奶 密封 的 吸管 里 都 能 爬虫 子 倒出 的 牛奶 里 都 能 有 大 虫子 蒙牛 你 丫 怎么 还 没倒闭 呢
__label__negative , 远离 蒙牛 蒙牛 都 没好 牛
__label__negative , 不喝 蒙牛 不喝 可口可乐
__label__negative , 真 恶心 蒙牛 还 行不行 啦
__label__negative , 对 蒙牛 已 无力 吐槽
__label__negative , 抵制 蒙牛 不坐 国航 虽然 我 现在 也 没钱 坐
__label__negative , 看到 了 再也 不买 蒙牛 的 了 什么 玩意 啊 你 应该 投诉 他们
__label__negative , 一边 是 不停 地 搞些 宣传 活动 一边 是 质量 问题 频繁 被 曝光 蒙牛 很忙 啊 品牌形象 不是 这么 树立 的
__label__negative , 现在 的 孩子 要 自杀 的 方法 越来越 坑爹 了 过量 饮用 蒙牛
__label__negative , 蒙牛 喝多 了 主要 是 膨胀 太 严重 了
__label__negative , 所以 蒙牛 不生产 劣质 牛奶 他们 只是 黑心 奶牛 的 搬运工
__label__negative , 到底 应该 抵制 日货 还是 应该 抵制 蒙牛 我 犹豫不决
__label__negative , 不知道 是 心情不好 才 喝 蒙牛 还是 因为 喝 了 蒙牛 心情不好 纠结 我 这算 服毒自杀 吗
__label__negative , 蒙牛 太 不要脸 了 哎 蒙牛 怎么 有 脸 调笑 人家 小 切糕 呢 意思 是 小 切糕 微博上 被 骂 了 一次 就 这样 了 我 蒙牛 天天 被 爆菊 现在 还 好好 的 活 在 各大 超市 的 货架 上 意思 是 蒙牛 比 切糕 还 黑 比 切糕 还重 比 切糕 还贵
__label__negative , 这 是 砸 钱 拼死一搏 了 可惜 没用 大家 继续 抵制 蒙牛 吧
__label__negative , 抵制 蒙牛 无耻 了 无敌 了 打死 也 不能 喝 蒙牛 了
__label__negative , 我 也 不爱喝 蒙牛 唉 唉 唉 唉 不喝 竟敢 不喝 三元 奶
__label__negative , 吐槽 太狠 了 蒙牛 的 高层 们 还有 什么 脸活 在 这 世上
__label__negative , 以前 不买 蒙牛 现在 不买 蒙牛 以后 更 不会 买 蒙牛
__label__negative , 牛奶 喝 的 不爽 让 我 莫名其妙 说错 了 话 蒙牛 好 难喝 啊 再也 不买 伊利 了 去 tmd 雀巢
__label__negative , 你们 说 说 这 怎么 让 别人 喝 刚 吃 完 早点 看 这个 恶心 想 吐 再也 不支持 蒙牛 了
__label__negative , 去死吧 蒙 你妈 逼牛 自生自灭 吧 蒙牛 蒙牛 很 恶心 蒙牛 你好 蒙牛 再见 怎么 意思 你们 还 把 人 分为 三六九等 了 那 我们 也 把 你们 的 企业 分 个 三六九等 吧 看不起 大陆 中国 人 吗 那不买 行不行 蒙牛
__label__negative , 叫嚣 着 抵制 蒙牛 却 还 喝
__label__negative , 蒙牛 之 无耻 不喝 国产 奶 不要脸
__label__negative , 我 表示 以后 我 都 不会 再 喝 蒙牛 了 太 坑爹 了
__label__negative , 毛病 百出 蒙牛 不乐观
__label__negative , 去你妈的 蒙牛 真 恶心
__label__negative , 拒绝 蒙牛 拒绝 无良 企业 和 你 在 一起
__label__negative , 抵制 蒙牛 无良 商家
__label__negative , 蒙牛 不觉得 羞愧 么
__label__negative , 脑子 进水 喝 蒙牛 喝多 了 看 新闻联播 看多 了 脑残
__label__negative , 不喝 蒙牛 不喝 伊利
__label__negative , 像 蒙牛 这样 需 尽快 倒闭 的 企业 不在少数 一部分 人 已经 觉醒 还有 很多 人 被 蒙牛 蒙在鼓里 快 醒醒 吧 可怜的 国人 让 我们 一 起来 拒绝 蒙牛 一起 把 这个 无耻的 坑害 我们 身体健康 的 企业 送 去 地狱
__label__negative , 回复 你 让 mm 情何以堪 呐 选择 蒙牛 就 像 明 知道 毒品 有毒 还是 情不自禁 地 买来 喝
__label__negative , 用脚 投票 奶奶 的 太 坑人 不但 蒙牛 而且 蒙 人 太 坑爹 了
__label__negative , 再也 不敢 喝 蒙牛 的 牛奶 网络新闻 传得 太 可怕 了
